"Tweet author","Tweet ID","Date posted","Tweet text",URL,Retweets,Favorited,Source
_VincentJamesAF,"ID 1621740561437958144","Sat Feb 04 05:20:54 +0000 2023"," @shockadelicaust You spelled libertarian wrong.",https://twitter.com/_VincentJamesAF/statuses/1621740561437958144,0,0,"Twitter for iPhone"
_VincentJamesAF,"ID 1621679765504802819","Sat Feb 04 01:19:20 +0000 2023"," Idaho is going to ban the mutilation of children? Great news!  

It’s only going to get worse for liberals here. Might as well flee back to Seattle and Portland. https://t.co/c9uATu3qEb",https://twitter.com/_VincentJamesAF/statuses/1621679765504802819,5,80,"Twitter for iPhone"
_VincentJamesAF,"ID 1621674628816207872","Sat Feb 04 00:58:55 +0000 2023"," Meanwhile in the Northern European country of Sweden, where Northern Europeans are supposed to be. 

 https://t.co/Kczi5wS5V7",https://twitter.com/_VincentJamesAF/statuses/1621674628816207872,11,74,"Twitter for iPhone"
_VincentJamesAF,"ID 1621666847484690433","Sat Feb 04 00:28:00 +0000 2023"," My 77 year old uncle tells me stories of how he had to take different routes to school in order to not get beat up for being white. 

There’s a problem. A serious problem. It’s not all or even most. But it’s being covered up. https://t.co/dcQ5pcFfTZ",https://twitter.com/_VincentJamesAF/statuses/1621666847484690433,6,40,"Twitter for iPhone"
_VincentJamesAF,"ID 1621666226576699392","Sat Feb 04 00:25:32 +0000 2023"," This has been going on for decades. 

Even back in the 50s, 60s, and 70s, when America was supposedly the most biased toward black Americans.  

Here’s a few quotes from Kennedy and even Malcom X about who instigated the violence. https://t.co/NMf6HWYOoE",https://twitter.com/_VincentJamesAF/statuses/1621666226576699392,4,31,"Twitter for iPhone"
_VincentJamesAF,"ID 1621574319053897728","Fri Feb 03 18:20:19 +0000 2023"," A doctor was mowed down and stabbed by an attacker screaming about white people and white privilege. This just happened and only local news and the Daily Mail is covering it. Most people even in Laguna beach where this happened don’t even know about this. https://t.co/t2HeGeXP7B https://t.co/wVvFp7MJiA https://t.co/U483rzxAXt",https://twitter.com/_VincentJamesAF/statuses/1621574319053897728,28,91,"Twitter for iPhone"
_VincentJamesAF,"ID 1621353332647555073","Fri Feb 03 03:42:12 +0000 2023"," This is one of thousands over the past two years that received basically zero national coverage. https://t.co/84ZzhGGFPT",https://twitter.com/_VincentJamesAF/statuses/1621353332647555073,14,78,"Twitter for iPhone"
_VincentJamesAF,"ID 1621350095366287361","Fri Feb 03 03:29:20 +0000 2023"," Numbers from the BJS every year show the same thing https://t.co/Iu4G5Z2yqY https://t.co/Svpzs3xHZb",https://twitter.com/_VincentJamesAF/statuses/1621350095366287361,11,81,"Twitter for iPhone"
_VincentJamesAF,"ID 1621349647599149058","Fri Feb 03 03:27:33 +0000 2023"," There is a problem. A real serious problem that no one is talking about. https://t.co/fzAG58cMjw",https://twitter.com/_VincentJamesAF/statuses/1621349647599149058,12,60,"Twitter for iPhone"
_VincentJamesAF,"ID 1621347980233289730","Fri Feb 03 03:20:56 +0000 2023"," As they say… Imagine the media coverage if the races were reversed. 

They never are though. That’s the thing. Even back in the 50’s and 60’s, most of the interracial violence was black on white. It’s the same and worse today. 

https://t.co/vLVxNkjUWw https://t.co/SPV5qbRD2L",https://twitter.com/_VincentJamesAF/statuses/1621347980233289730,44,219,"Twitter for iPhone"
_VincentJamesAF,"ID 1621329000311443457","Fri Feb 03 02:05:31 +0000 2023"," Many studies here @ScottAdamsSays https://t.co/q8rRYIfrbs https://t.co/4YLI5aKned",https://twitter.com/_VincentJamesAF/statuses/1621329000311443457,1,9,"Twitter for iPhone"
_VincentJamesAF,"ID 1621301439883792385","Fri Feb 03 00:16:00 +0000 2023"," https://t.co/ry3ixq75CZ",https://twitter.com/_VincentJamesAF/statuses/1621301439883792385,2,32,"Twitter for iPhone"
_VincentJamesAF,"ID 1621301399513616384","Fri Feb 03 00:15:50 +0000 2023"," Sus https://t.co/D4uNuyP2jM",https://twitter.com/_VincentJamesAF/statuses/1621301399513616384,1,34,"Twitter for iPhone"
_VincentJamesAF,"ID 1621295444801519616","Thu Feb 02 23:52:10 +0000 2023"," Jordan Peterson starts working for Ben Shapiro and all of a sudden starts advocating for regime change war in Iran.  

Interesting.",https://twitter.com/_VincentJamesAF/statuses/1621295444801519616,74,749,"Twitter for iPhone"
_VincentJamesAF,"ID 1621280871591600129","Thu Feb 02 22:54:16 +0000 2023"," The Florida bill unfortunately didn’t do anything. Will this bill actually do what needs to be done? Will the GSA and other groups like this be banned from operating in schools? 

Here’s what needs to be done: https://t.co/xVN8cllYs6 https://t.co/1LZLABoxcJ",https://twitter.com/_VincentJamesAF/statuses/1621280871591600129,1,16,"Twitter for iPhone"
_VincentJamesAF,"ID 1621230653575675904","Thu Feb 02 19:34:43 +0000 2023"," @firerises_4 True",https://twitter.com/_VincentJamesAF/statuses/1621230653575675904,0,8,"Twitter for iPhone"
_VincentJamesAF,"ID 1621195713937039360","Thu Feb 02 17:15:53 +0000 2023"," 1. It was an election, not a ‘coup.’

2. They link to a parody twitter account as a source and quote a post almost verbatim. Hilarious https://t.co/xS9siH9zLd https://t.co/lGmc03oBWp",https://twitter.com/_VincentJamesAF/statuses/1621195713937039360,8,60,"Twitter for iPhone"
_VincentJamesAF,"ID 1621194183422902272","Thu Feb 02 17:09:48 +0000 2023"," https://t.co/T2WFzsSRES",https://twitter.com/_VincentJamesAF/statuses/1621194183422902272,1,15,"Twitter for iPhone"
_VincentJamesAF,"ID 1621193749459263488","Thu Feb 02 17:08:04 +0000 2023"," https://t.co/8FBcmqze1o",https://twitter.com/_VincentJamesAF/statuses/1621193749459263488,1,13,"Twitter for iPhone"
_VincentJamesAF,"ID 1621078315145781249","Thu Feb 02 09:29:23 +0000 2023"," All of a sudden we have Shapiro, Harris, Adams, and many other mainstream controlled-op cons apologizing. 

I don’t buy it. You’d have to be an absolute idiot if you didn’t know from the beginning. 

And neither of these people are dumb. Something else is up here. https://t.co/i2ndyQzS5u https://t.co/9LWEDCEA9o",https://twitter.com/_VincentJamesAF/statuses/1621078315145781249,29,175,"Twitter for iPhone"
_VincentJamesAF,"ID 1621072312752824321","Thu Feb 02 09:05:32 +0000 2023"," @michaelnne20 @benshapiro I remember making this video. Fun times.",https://twitter.com/_VincentJamesAF/statuses/1621072312752824321,0,0,"Twitter for iPhone"
_VincentJamesAF,"ID 1621068275567431680","Thu Feb 02 08:49:29 +0000 2023"," For every catholic priest they portray as a pedophile in the film industry they dominate, I’ll show you 100 of them. https://t.co/hTjWfc2GFk",https://twitter.com/_VincentJamesAF/statuses/1621068275567431680,28,163,"Twitter for iPhone"
_VincentJamesAF,"ID 1621044105265676288","Thu Feb 02 07:13:26 +0000 2023"," What I don’t understand is how can you be wrong on some of the biggest things and still have an audience?

For instance, @benshapiro aided in attacking the Covington kids, pushed media misinfo on Covid, and spread media misinfo on the vaccine.

He should have 0 viewers https://t.co/zNZrrgGhFI",https://twitter.com/_VincentJamesAF/statuses/1621044105265676288,13,131,"Twitter for iPhone"
_VincentJamesAF,"ID 1621038370536423424","Thu Feb 02 06:50:39 +0000 2023"," Yes, The Global Food Supply is Under Attack
https://t.co/mgAmPv96TG",https://twitter.com/_VincentJamesAF/statuses/1621038370536423424,7,36,"Twitter for iPhone"
_VincentJamesAF,"ID 1621002201765388288","Thu Feb 02 04:26:56 +0000 2023"," 2/2

Should parents be more involved with their children? Absolutely

But it’s gotten to the point where we are warning them about everything they’ll see and hear — either online or in school — and explain why it’s wrong

No sane society should accept this. Ban it like we used to https://t.co/q56uo8jZNe",https://twitter.com/_VincentJamesAF/statuses/1621002201765388288,4,49,"Twitter for iPhone"
_VincentJamesAF,"ID 1620999608645320705","Thu Feb 02 04:16:38 +0000 2023"," I disagree with this. 

The reason why this is happening is not  only due to the content pushed in school, but in the content kids consume at home

Banning this content like we used to, and even mandating curricula on why this lifestyle is wrong, will in fact solve the issue. https://t.co/r9R3K5ptBX https://t.co/GBs2Kojm1z",https://twitter.com/_VincentJamesAF/statuses/1620999608645320705,36,160,"Twitter for iPhone"
_VincentJamesAF,"ID 1620995084606136321","Thu Feb 02 03:58:39 +0000 2023"," @ali @RealDSchmidt @fixourhearts7 @NickJFuentes @elonmusk @ellagirwin @esthercrawford Also free @elefentjames and free @realredelephant",https://twitter.com/_VincentJamesAF/statuses/1620995084606136321,3,42,"Twitter for iPhone"
_VincentJamesAF,"ID 1620993022883397632","Thu Feb 02 03:50:27 +0000 2023"," “A deadly virus”

“Worst pandemic in 100 years”

Oh brother this guys STINKS! Take his coat!! https://t.co/YlLiBFSpSH",https://twitter.com/_VincentJamesAF/statuses/1620993022883397632,2,53,"Twitter for iPhone"
_VincentJamesAF,"ID 1620963928535871488","Thu Feb 02 01:54:51 +0000 2023"," RT @Monarchi1Modern: The Gay supporters of the Idaho Young Republicans https://t.co/2Phcr8bQzI",https://twitter.com/_VincentJamesAF/statuses/1620963928535871488,2,0,"Twitter for iPhone"
_VincentJamesAF,"ID 1620952799604510721","Thu Feb 02 01:10:37 +0000 2023"," RT @ali: Pls bring back @nickjfuentes my partial mexican fren",https://twitter.com/_VincentJamesAF/statuses/1620952799604510721,325,0,"Twitter for iPhone"
_VincentJamesAF,"ID 1620922483162644480","Wed Feb 01 23:10:09 +0000 2023"," Hey @louistheroux why are you following me. I’m NEVER giving you an interview after what you did to Beardson.",https://twitter.com/_VincentJamesAF/statuses/1620922483162644480,11,192,"Twitter for iPhone"
_VincentJamesAF,"ID 1620819818319589377","Wed Feb 01 16:22:12 +0000 2023"," https://t.co/t2wOmurQKP https://t.co/sOU6c2Cw54",https://twitter.com/_VincentJamesAF/statuses/1620819818319589377,5,33,"Twitter for iPhone"
_VincentJamesAF,"ID 1620807807325933570","Wed Feb 01 15:34:29 +0000 2023"," RT @rightwingmedia4: Boom! IYRs get what the youth are looking for. Thanks Tyler! Boom! Glad to see @_VincentJamesAF come around! https://t…",https://twitter.com/_VincentJamesAF/statuses/1620807807325933570,3,0,"Twitter for iPhone"
